start	end	text
7178000	7180000	alright, so we do that
7180000	7182000	and then it says, can't resolve node fs
7182000	7184000	that does make sense
7184000	7186000	yeah, it's built into node, are you trying to bundle for node
7186000	7188000	this is an esbuild specific thing
7188000	7190000	but this is what you would run into with the bundler
7190000	7192000	where it tries to bundle
7192000	7194000	this into the client
7194000	7196000	and it decides, well, you can't import
7196000	7198000	from node on the client, so I'm gonna
7198000	7200000	fail out
7200000	7202000	right, and so the way
7202000	7204000	and then the way you fix it
7204000	7206000	the way you kind of do this thing
7206000	7208000	where, you know, the
7208000	7210000	I'll switch back to Excalibur
7210000	7212000	can I see the Excalibur
7212000	7214000	yep
7214000	7216000	okay, so, yeah, so the problem we have
7216000	7218000	right now is like, we're doing this
7218000	7220000	and, again, this thing
7220000	7222000	is, this
7222000	7224000	is rendering, like, Pokemon
7224000	7226000	which is not actually Pokemon
7226000	7228000	it's a York album, but let's say it's Pokemon
7228000	7230000	and then this thing is actually
7230000	7232000	like, it can only
7232000	7234000	work on the server
7234000	7236000	right, so because it uses, like, node
7236000	7238000	or something, so it actually, like, this
7238000	7240000	is why it errors
7240000	7242000	and so the way
7242000	7244000	you would fix it is
7244000	7246000	you can
7246000	7248000	but, and, like, you're
7248000	7250000	the component structure that you want to have
7250000	7252000	looks like
7252000	7254000	this, so
7254000	7256000	this is what you're trying to do
7256000	7258000	but the problem is, like
7258000	7260000	this is a client component
7260000	7262000	and so you can't import the server component
7262000	7264000	from client component
7264000	7266000	but what you can do is
7266000	7268000	keep the component structure
7268000	7270000	kind of
7270000	7272000	the same
7272000	7274000	except you render
7274000	7276000	there's not a great way to show it
7276000	7278000	but they kind of
7278000	7280000	render it
7280000	7282000	let me try to
7282000	7284000	make this a bit nicer
7288000	7290000	I don't know why this didn't work
7290000	7292000	let me just show it in code
7292000	7294000	and then I'll try to redraw the picture
7294000	7296000	so in code what you do
7296000	7298000	is you
7298000	7300000	so you go back
7300000	7302000	to here, so
7302000	7304000	we go back to searchable
7304000	7306000	album list, we can't render
7306000	7308000	Pokemon here because it's a server component
7308000	7310000	so what we're going to do instead
7310000	7312000	we're going to make a hole in our component
7312000	7314000	so we're going to accept children as a prop
7314000	7316000	from above
7316000	7318000	so now we
7318000	7320000	it's just like, you know, it's the same way
7320000	7322000	it's not server component specific thing
7322000	7324000	it's just how you make a hole in the component
7324000	7326000	that the parent can fill in
7326000	7328000	and so we copy and paste
7328000	7330000	Pokemon again, we
7330000	7332000	go back to our server component
7332000	7334000	we paste Pokemon import here
7334000	7336000	and so we
7336000	7338000	this is not necessary
7338000	7340000	and so what we do is this
7340000	7342000	we pass Pokemon as a child
7342000	7344000	to searchable album list
7344000	7346000	and so
7346000	7348000	yeah
7348000	7350000	and so I think this should work
7350000	7352000	if you, I don't know, can you try it
7352000	7354000	yeah
7354000	7356000	let's give it a try
7356000	7358000	and also just for my own
7358000	7360000	sanity, I just want to rename
7360000	7362000	the component
7362000	7364000	if anyone's popping in, because apparently there's
7364000	7366000	2,000 people
7366000	7368000	if that's true
7368000	7370000	hello, and thank you
7370000	7372000	so much
7372000	7374000	let's pass that in
7374000	7376000	so this is a file system call
7376000	7378000	that we're passing down as a prop basically
7378000	7380000	in order to slot it into our page
7380000	7382000	so I'll go ahead and do that
7382000	7384000	and hopefully that's
7384000	7386000	everything working
7386000	7388000	so we head over here
7388000	7390000	we should see that
7390000	7392000	and then, oh no, things have happened
7392000	7394000	okay, that's
7394000	7396000	it's just trying to fetch a file that it can't find
7396000	7398000	yeah, that's just me
7398000	7400000	getting file paths wrong
7400000	7402000	I'll head over here
7402000	7404000	and because it gets built to a dist folder
7404000	7406000	it's actually different, that's the issue
7406000	7408000	there we go
7408000	7410000	alright, so now we actually get
7410000	7412000	the readout from the file system
7412000	7414000	passed down
7414000	7416000	the server component output
7416000	7418000	so the thing that
7418000	7420000	in our case is just
7420000	7422000	it's reading from a file, but
7422000	7424000	it's kind of stuffed into
7424000	7426000	between the parts
7426000	7428000	the client parts
7428000	7430000	and the way we can maybe
7430000	7432000	like the way
7432000	7434000	let me try to update my diagram
7434000	7436000	so in
7436000	7438000	this example
7438000	7440000	if I'm using blue
7440000	7442000	for
7442000	7444000	so we've moved
7444000	7446000	you see the way we import things
7446000	7448000	has changed, right, so the component
7448000	7450000	tree is still the same
7450000	7452000	like the pokemon is kind of rendered
7452000	7454000	inside of searchable album list
7454000	7456000	but the way the imports
7456000	7458000	are structured is that actually
7458000	7460000	root.server.js
7460000	7462000	imports searchable
7462000	7464000	album list and it also
7464000	7466000	imports pokemon.js
7466000	7468000	sorry
7468000	7470000	it's not pokemon anymore
7470000	7472000	it's searchable
7472000	7474000	so yeah, I'm going to change that here as well
7474000	7476000	and so it
7476000	7478000	it imports this file as well
7478000	7480000	and the use client
7480000	7482000	is only
7482000	7484000	let me take this
7484000	7486000	so now use client works because
7486000	7488000	I think I can just change this
7488000	7490000	to like blue, right?
7490000	7492000	sorry, I forgot about
7492000	7494000	the
7494000	7496000	so it's kind of
7496000	7498000	like an island, yeah, sort of
7498000	7500000	like anything imports will also
7500000	7502000	be like in the client bundle
7502000	7504000	but then the remaining stuff like
7504000	7506000	that
7506000	7508000	still executes
7508000	7510000	on the server only and so that's
7510000	7512000	why it works
7512000	7514000	yeah, exactly
7514000	7516000	and I mean you're using all the terms
7516000	7518000	that we've used at Astro
7518000	7520000	I was kind of freaking out a little bit when you said
7520000	7522000	donut islands on a stream the other day
7522000	7524000	I was like that's what we call them
7524000	7526000	where what you're doing is
7526000	7528000	you've created this
7528000	7530000	an island of client-side
7530000	7532000	logic and you
7532000	7534000	want to pass something through a hole
7534000	7536000	in the middle as a prop
7536000	7538000	where really anything can be
7538000	7540000	a prop that's passed down, it can be
7540000	7542000	data or it can be JSX
7542000	7544000	and in this case that's what
7544000	7546000	React is doing, like Bjork album has
7546000	7548000	become
7548000	7550000	a prop that is going to
7550000	7552000	render this stuff out on the server
7552000	7554000	get that data and then
7554000	7556000	pass it into the client
7556000	7558000	so that's another thing about fetching too
7558000	7560000	what's going to happen is it's going to fetch all the albums
7560000	7562000	in this setup right now
7562000	7564000	then it's going to fetch the Bjork album
7564000	7566000	with the file system call
7566000	7568000	and once both of those are resolved
7568000	7570000	it'll pass this guy down
7570000	7572000	do I have that right?
7572000	7574000	not quite, so in this example
7574000	7576000	I think if we
7576000	7578000	specifically talk about the ordering
7578000	7580000	I believe it will
7580000	7582000	try the
7582000	7584000	oh yeah
7584000	7586000	because await is
7586000	7588000	above it
7588000	7590000	so it's going to fetch the list of
7590000	7592000	albums and then it's going to
7592000	7594000	get here, it's going to render the Bjork
7594000	7596000	album and then it's going to tell
7596000	7598000	the client, hey here's
7598000	7600000	the thing you should slot into
7600000	7602000	the donut and here are
7602000	7604000	other, because children
7604000	7606000	is just another prop
7606000	7608000	there is actually no specific
7608000	7610000	it could have been called
7610000	7612000	donut content
7612000	7614000	equals this
7614000	7616000	right, and then you would
7616000	7618000	you would also
7618000	7620000	because it's just a prop that you pass
7620000	7622000	and then with
7622000	7624000	server components, when it
7624000	7626000	meets a client component
7626000	7628000	with a bunch of props
7628000	7630000	it tries to serialize those
7630000	7632000	props into JSON
7632000	7634000	and when it meets more JSX
7634000	7636000	it's like, oh I guess I have more server things to do
7636000	7638000	so that's why it kind of steps into
7638000	7640000	the Bjork album and tries to resolve that
7640000	7642000	and that becomes part of the stream
7642000	7644000	so that's how it works
7644000	7646000	very cool stuff
7646000	7648000	and yeah I was
7648000	7650000	hoping these devlogs would kind of show you
7650000	7652000	that but I think these headers are
7652000	7654000	completely wrong, the important part here
7654000	7656000	is like, well what's
7656000	7658000	coming down the wire on this part
7658000	7660000	and I hope you can still see it, there we go
7660000	7662000	maybe we can make
7662000	7664000	the, I think it's just confusing that
7664000	7666000	it's such a long output
7666000	7668000	let's just slice
7668000	7670000	the first 10 letters
7670000	7672000	or something like this, is that
7672000	7674000	how you, no I think
7674000	7676000	0, 10, maybe something like this
7676000	7678000	oh yeah we can do that too
7678000	7680000	so maybe let's look for
7680000	7682000	let's have a look at what's happening
7682000	7684000	in the dev panel
7686000	7688000	maybe also let's show just
7688000	7690000	one first album
7690000	7692000	so that we
7692000	7694000	don't have so much to read so I'm gonna make
7694000	7696000	it like albums, album
7696000	7698000	0, so I've dated
7698000	7700000	that you only see one
7700000	7702000	nice, okay
7702000	7704000	and let's now have a look at what's actually
7704000	7706000	happening in the
7706000	7708000	response from the beginning
7708000	7710000	yeah
7710000	7712000	so I mean what I'm seeing
7712000	7714000	is it starts from showing
7714000	7716000	you welcome to server components
7716000	7718000	then we show our loading spinner and we're gonna
7718000	7720000	wait for the next chunk to come down to replace
7720000	7722000	that loading spinner
7722000	7724000	and that's actually here
7724000	7726000	interestingly, so the 4 and the
7726000	7728000	3 are a little out of order with what it
7728000	7730000	decided, it can always
7730000	7732000	change, but the client part
7732000	7734000	is just gonna be an import
7734000	7736000	so this is gonna go import that
7736000	7738000	file and we don't care what it does
7738000	7740000	we're just gonna import it and assume it's browser
7740000	7742000	ready javascript that we can throw on there
7742000	7744000	and the
7744000	7746000	information is gonna be there
7746000	7748000	maybe the way I would describe
7748000	7750000	it is, if you scroll back
7750000	7752000	up a little bit
7752000	7754000	in the
7754000	7756000	response, notice that
7756000	7758000	in the protocol we have
7758000	7760000	for example like h1 or
7760000	7762000	there's like names of
7762000	7764000	the tags, right, so we
7764000	7766000	kind of say, this is a react element
7766000	7768000	this is a part of the react tree that's like
7768000	7770000	h1, but then
7770000	7772000	if we also want to be able to
7772000	7774000	say, here's
7774000	7776000	a react component
7776000	7778000	you need to download
7778000	7780000	from a script tag
7780000	7782000	and render, and so if you look a little
7782000	7784000	bit below
7784000	7786000	where it says later response
7786000	7788000	instead of h1, you see
7788000	7790000	this $l4
7790000	7792000	which is again implementation detail, it doesn't
7792000	7794000	actually matter, but this is
7794000	7796000	a reference to the
7796000	7798000	previous thing in the response
7798000	7800000	so instead of h1, you're rendering
7800000	7802000	searchable album list
7802000	7804000	so this instruction tells react, here's
7804000	7806000	where to download this code, it exists
7806000	7808000	in this script tag
7808000	7810000	so this is what I meant
7810000	7812000	by automatic code splitting
7812000	7814000	because if we remove
7814000	7816000	searchable, like if we edit our
7816000	7818000	server with
7818000	7820000	component for example
7820000	7822000	to check your
7822000	7824000	privileges and be like, if you're not an admin
7824000	7826000	don't show searchable
7826000	7828000	album list, then
7828000	7830000	the server will not send the instruction
7830000	7832000	to download searchable album list
7832000	7834000	so you wouldn't even have it, you know, you wouldn't
7834000	7836000	load that bundle at all
7836000	7838000	because it's just not necessary
7838000	7840000	so this is what I mean by automatic code splitting
7840000	7842000	but yeah, other
7842000	7844000	than that, it kind of says
7844000	7846000	the later part of the tree is
7846000	7848000	this module called searchable album list
7848000	7850000	that exists in your bundle
7850000	7852000	in your example, it seems like
7852000	7854000	it's like a separate file
7854000	7856000	like in optimized bundler
7856000	7858000	you would have them split into chunks
7858000	7860000	that have more than
7860000	7862000	one component of course in them, otherwise
7862000	7864000	you'd be downloading too many script tags
7864000	7866000	but yeah, you can see
7866000	7868000	it says render this thing
7868000	7870000	that's like a client component
7870000	7872000	and here are its
7872000	7874000	props, and so you see album's prop
7874000	7876000	contains the
7876000	7878000	album stuff
7878000	7880000	and then if you scroll down
7880000	7882000	it says children L5
7882000	7884000	which is like
7884000	7886000	reference to some content chunk
7886000	7888000	that arrives later
7888000	7890000	It's actually the Bjork album, but we
7890000	7892000	chopped off very few characters
7892000	7894000	Yeah, yeah
7894000	7896000	I might bump that to like 50 or something
7896000	7898000	and then it'll show you just a little bit
7898000	7900000	it actually shows you a lot more, doesn't it?
7900000	7902000	Oh yeah, right here, so this is the later later
7902000	7904000	chunk once that is resolved
7904000	7906000	and that gets
7906000	7908000	passed in as a prop
7908000	7910000	it gets harder to trace the more components you have obviously
7910000	7912000	which makes sense
7912000	7914000	because this is just a dump of what it's actually sending down
7914000	7916000	but I see what you mean
7916000	7918000	like oh, it would be right here
7918000	7920000	so the children of this
7920000	7922000	component are going to be 5
7922000	7924000	whenever it resolves, and then here it is
7924000	7926000	here is that dump
7926000	7928000	from the Bjork album file
7928000	7930000	and we're going to pass it into this component
7930000	7932000	which I think we can trace back up
7932000	7934000	to
7934000	7936000	somewhere
7936000	7938000	5 is
7938000	7940000	right at the end
7940000	7942000	5 is children L5
7942000	7944000	Yep, and that's being
7944000	7946000	passed into searchable album list
7946000	7948000	so the numbers correspond
7948000	7950000	where it's like that's the data
7950000	7952000	that's the children prop that we're going to pass in
7952000	7954000	and all of this corresponds to number 4
7954000	7956000	which is
7956000	7958000	the actual album list that we're rendering
7958000	7960000	onto the page
7960000	7962000	and all of this is
7962000	7964000	composable, so of course if you put
7964000	7966000	suspense
7966000	7968000	around the Bjork album
7968000	7970000	now, so you do
7970000	7972000	like, I don't know
7972000	7974000	let me try to
7974000	7976000	do something here
7980000	7982000	I'm also forcing
7982000	7984000	Dan Abramov to use VS Code, I'm sorry
7984000	7986000	people, are you a Vim user?
7986000	7988000	No, no, I can't
7988000	7990000	but I'm a happy
7990000	7992000	Sublime user, I don't understand why it keeps
7992000	7994000	trying to close my tags, like it never
7994000	7996000	does it the way that I want
7996000	7998000	Yeah, it's a Prime Machine raid
7998000	8000000	so I have to ask about Vim, so
8000000	8002000	it's neither, you use Sublime tags, interesting
8002000	8004000	So I'm also
8004000	8006000	going to add an artificial delay
8006000	8008000	here so that we
8008000	8010000	can, let's say, wait for
8012000	8014000	wait for like 2 seconds
8014000	8016000	like imagine this file system
8016000	8018000	call is super expensive
8018000	8020000	so maybe let's have a look at what
8020000	8022000	happens after this
8024000	8026000	Yeah, let's see what happens
8026000	8028000	Okay, something
8028000	8030000	failed with just parsing
8030000	8032000	the file
8032000	8034000	Don't know what happened there, let me double check
8034000	8036000	It might have tried to save at the wrong time
8036000	8038000	I know VS Code can get out of sync with that
8038000	8040000	Yeah, there we go
8040000	8042000	Okay, and yeah, now we have this out of order
8042000	8044000	streaming setup
8044000	8046000	where when you load the page first
8046000	8048000	it loads everything
8048000	8050000	then it does the file system call and it slots
8050000	8052000	it in here later
8052000	8054000	while preserving the other markup
8054000	8056000	that you have
8056000	8058000	Yeah, and so the cool
8058000	8060000	about it from my perspective is
8060000	8062000	like in
8062000	8064000	you know, we parse some
8064000	8066000	server stuff that still might be
8066000	8068000	waiting for something, but we kind of
8068000	8070000	unblock the rest of the
8070000	8072000	even like client stuff from rendering by
8072000	8074000	just putting suspense in there
8074000	8076000	Yeah, exactly
8076000	8078000	It's the easiest switch to slot into
8078000	8080000	where the default is like wait for everything
8080000	8082000	which is usually what you want so you don't
8082000	8084000	have layout shift, and then it's like
8084000	8086000	well actually I do have
8086000	8088000	I actually have a way to handle layout shift
8088000	8090000	I have like a loading spinner that's a perfectly sized
8090000	8092000	skeleton, so I'm going to see
8092000	8094000	Yeah, here it's not really ideal
8094000	8096000	what we're doing where it like bops things
8096000	8098000	down the page as soon as it comes in
8098000	8100000	because you know, if that's like above the
8100000	8102000	fold on your hero banner
8102000	8104000	you probably want to have like a loading state
8104000	8106000	that's matched up to it
8106000	8108000	Yeah
8108000	8110000	So I don't know how much
8110000	8112000	time to have
8112000	8114000	but how deep do we want to go
8114000	8116000	because it would be fun to also
8116000	8118000	like I added a bunch of hacks just to
8118000	8120000	kind of show the idea
8120000	8122000	but I think it might be fun to
8122000	8124000	get rid of the weird
8124000	8126000	PR problem component and instead look at
8126000	8128000	what it would look like to
8128000	8130000	refetch, like to do
8130000	8132000	search on the server, I think that's like one
8132000	8134000	That would be very cool
8134000	8136000	Yeah, I mean I only
8136000	8138000	booked two hours to like be conscious of your time
8138000	8140000	but if you're good to keep going, I am
8140000	8142000	as well
8142000	8144000	I think I have some more time
8144000	8146000	I don't have to run anywhere
8146000	8148000	Okay
8148000	8150000	So to do that, I'm wondering if
8150000	8152000	we can, should we hop over
8152000	8154000	to the Next.js example to try server search
8154000	8156000	or are we still comfortable here?
8156000	8158000	I think we can try to do it here
8158000	8160000	like if it doesn't work, we can do
8160000	8162000	you know, we can use Next.js but now I'm kind of like
8162000	8164000	you seem to have a setup that kind of
8164000	8166000	works and I like the
8166000	8168000	you know, I like your
8168000	8170000	I like your, it's
8170000	8172000	no small effort because like none of it is documented
8172000	8174000	so it's
8174000	8176000	yeah, it is
8176000	8178000	impressive, so I'd say
8178000	8180000	let's keep going until your setup breaks
8180000	8182000	I like it, it's gotten
8182000	8184000	close, it's definitely gotten close
8184000	8186000	but the duct tape's holding
8186000	8188000	Yeah, I really like your development panel
8188000	8190000	I think I'm a bit conflicted
8190000	8192000	about it because I'm worried
8192000	8194000	that like people on the stream would be like
8194000	8196000	oh, this is so complicated, like
8196000	8198000	this whole output, but it's really
8198000	8200000	kind of like reading the network tab
8200000	8202000	so the point is not, you know
8202000	8204000	you wouldn't see this as a user
8204000	8206000	but I do see the value, you know, as an
8206000	8208000	instructional tool of here's how it actually
8208000	8210000	works, because it's not that
8210000	8212000	complicated if you think, you know
8212000	8214000	about what it's
8214000	8216000	trying to do
8216000	8218000	Yeah, exactly. Yeah, the dev panel
8218000	8220000	was really, I just intended it for
8220000	8222000	like the first 30 minutes to show
8222000	8224000	oh, here's the data streaming down and now
8224000	8226000	it waits for suspense, but it's like
8226000	8228000	it's also kind of useful to see like how much
8228000	8230000	stuff is coming down, like when we
8230000	8232000	pass down albums as a prop
8232000	8234000	suddenly the response got huge
8234000	8236000	because now it's passing down like all the songs
8236000	8238000	and stuff that you don't care about, so
8238000	8240000	it's useful to just see like volume and time
8240000	8242000	not necessarily the details
8242000	8244000	so maybe just like showing
8244000	8246000	well, it's always dangerous to show kilobyte
8246000	8248000	numbers because they're lies, but there's probably
8248000	8250000	a way to do it
8250000	8252000	Yeah, I'd love to see them both
8252000	8254000	so let's
8254000	8256000	let me just clean up, I want to
8256000	8258000	get rid of this part that doesn't
8258000	8260000	make sense because we just added it
8260000	8262000	as a demo, so let me
8262000	8264000	clean it back up to what
8264000	8266000	we had that
8266000	8268000	still made sense
8268000	8270000	as an example, I'm gonna get
8270000	8272000	rid of this children prop as well
8274000	8276000	Yeah, so I think
8276000	8278000	we should be back to our previous
8278000	8280000	example
8280000	8282000	and instant
8282000	8284000	search
8284000	8286000	and yeah, do you want to
8286000	8288000	do you want to try to add the
8288000	8290000	like the add in the
8290000	8292000	so what do we want
8292000	8294000	to do, right? Like we want to
8296000	8298000	we want to refetch
8298000	8300000	the server component tree
8300000	8302000	when you type into the input
8302000	8304000	right? Right
8304000	8306000	so maybe we want to
8306000	8308000	do like search on the server
8308000	8310000	maybe we show like just the first
8310000	8312000	like, I don't
8312000	8314000	know, two results
8314000	8316000	it doesn't seem to have like much data here
8316000	8318000	anyway, right? But maybe we
8318000	8320000	Yeah, there's only three albums
8320000	8322000	Okay, yeah
8322000	8324000	Yeah, so do you want to
8324000	8326000	do you want to drive
8326000	8328000	edit and we'll see
8328000	8330000	where it becomes confusing
8330000	8332000	I can try to do that
8332000	8334000	and one thing before we go
8334000	8336000	I'm actually going to
8336000	8338000	make the dev panel just a little bit
8338000	8340000	less tall in case
8340000	8342000	we have issues with that
8342000	8344000	I, oh man, I thought it would be an easy switch
8344000	8346000	where did I put it
8346000	8348000	yeah, okay
8348000	8350000	72
8350000	8352000	yeah, alright
8352000	8354000	and it scrolls for the rest, perfect
8354000	8356000	so in order to
8356000	8358000	do something like that
8358000	8360000	well the first thing
8360000	8362000	I'm going to do, I guess
8362000	8364000	and this feels like a coding interview right now
8364000	8366000	I'm thinking, but
8366000	8368000	yeah, we can remove that
8368000	8370000	we're not going to use that anymore
8370000	8372000	no use state
8372000	8374000	the filter album function is fine
8374000	8376000	to keep around
8378000	8380000	and as you input things
8380000	8382000	I assume we're going to
8382000	8384000	well, if we put query parameters
8384000	8386000	on the top of the page, it's going to refresh the
8386000	8388000	browser on every
8388000	8390000	input, but if we did like
8390000	8392000	JSON requests, then we could avoid
8392000	8394000	refreshing the page every time
8394000	8396000	I don't know, there's two ways to do it
8396000	8398000	so I think
8398000	8400000	the, maybe you're kind of
8400000	8402000	approaching it from the perspective of like
8402000	8404000	how would I do this in a client-side application
8404000	8406000	so you're like
8406000	8408000	yeah, well I'm thinking form requests, I guess
8408000	8410000	like literally just using form action
8410000	8412000	and submitting it and using stuff
8412000	8414000	but I assume you have
8414000	8416000	something else in mind that isn't just a form action
8416000	8418000	yeah, so if form action
8418000	8420000	is usually used for stuff
8420000	8422000	like post, I guess
8422000	8424000	here we kind of just want to refresh
8424000	8426000	the output
8426000	8428000	so I think I would probably use get
8428000	8430000	but also form action
8430000	8432000	yes, like default browser
8432000	8434000	handling of forms, like that would reload
8434000	8436000	the page completely
8436000	8438000	so it makes sense that that's not
8438000	8440000	quite what we want
8440000	8442000	I think the
8444000	8446000	so let me maybe think a little bit
8446000	8448000	about this as well
8448000	8450000	so I think we still need
8450000	8452000	I think we still need
8452000	8454000	state, actually, because we want
8454000	8456000	the
8458000	8460000	well, not
8460000	8462000	okay
8468000	8470000	okay, so there's a question
8470000	8472000	of like how deep
8472000	8474000	do we want, because this is the stuff that
8474000	8476000	Next.js or an RSE
8476000	8478000	framework is supposed to handle
8478000	8480000	so I think there's kind of two
8480000	8482000	levels to this, like we can
8482000	8484000	do this with
8484000	8486000	like do we want to hook it up to the URL
8486000	8488000	because one option is to
8488000	8490000	hook it up to the URL
8490000	8492000	and other options like not to
8492000	8494000	I think
8494000	8496000	probably not hooking it up to the URL
8496000	8498000	might be a bit less code
8498000	8500000	so maybe we
8500000	8502000	sure, yeah
8502000	8504000	maybe that's
8504000	8506000	maybe that's what
8506000	8508000	yeah, because I guess what I'm wondering
8508000	8510000	is, because what we're trying to avoid is
8510000	8512000	passing the whole album list as
8512000	8514000	a prop and doing the filter logic on
8514000	8516000	the client, so I assume
8516000	8518000	that would also mean if we're not passing down the
8518000	8520000	prop, where
8520000	8522000	if we're doing anything client-side, it's just
8522000	8524000	going to be the search box, but not the
8524000	8526000	Yeah, exactly, yeah, so maybe let's
8526000	8528000	do you want to like rearrange
8528000	8530000	the code a little bit, like I think I would
8530000	8532000	just move the
8532000	8534000	yeah, so maybe we do like
8534000	8536000	the search box component
8536000	8538000	and we make that a client component
8538000	8540000	and then we extract it to like a new
8540000	8542000	file and then we keep this file
8542000	8544000	as it is
8544000	8546000	Yeah, let's go ahead and do that
8546000	8548000	I'll make a search over here
8550000	8552000	and pull that out
8552000	8554000	and also, I'm actually just going to
8554000	8556000	undo my way back here
8558000	8560000	I won't save that because I think that
8560000	8562000	breaks everything
8562000	8564000	Okay, I'm in the search now
8566000	8568000	and in here, I will
8568000	8570000	do input
8570000	8572000	Oh, it doesn't know about state yet
8572000	8574000	so let me introduce that
8582000	8584000	This is so much fun, I'm really enjoying it
8586000	8588000	Oh, it remembered my styles
8588000	8590000	It remembered my styles
8590000	8592000	Oh, that's so good
8592000	8594000	Okay
8594000	8596000	I don't even understand, like, you're
8596000	8598000	using Copilot or something
8598000	8600000	because I've never used it, I don't even know how
8600000	8602000	what it is
8602000	8604000	So, I think Copilot
8604000	8606000	and actually the Prime Engine had a good
8606000	8608000	video on this, where like for
8608000	8610000	migrations, it's really good
8610000	8612000	at knowing context, of like
8612000	8614000	it knows I typed a search box before
8614000	8616000	and now it's picking up like, oh, you're probably
8616000	8618000	extracting this to a separate component
8618000	8620000	Let me pull in those styles that you wrote earlier
8620000	8622000	So does it like
8622000	8624000	stuff it into the prompt? Like, how
8624000	8626000	does it keep track of the context?
8626000	8628000	Well, it understands
8628000	8630000	your code base, as far as I know
8630000	8632000	and it is
8632000	8634000	I don't know how much of it is local
8634000	8636000	versus network requests
8636000	8638000	but, yeah
8638000	8640000	We should have a dev panel to see
8640000	8642000	what it sends and what it receives
8642000	8644000	That would be nice to know
8644000	8646000	because like, yeah
8646000	8648000	if it's sending your code base over to
8648000	8650000	Wired, that is a massive problem
8650000	8652000	I don't know what it
8652000	8654000	does. That's the scary part
8654000	8656000	I don't know what it says
8656000	8658000	It's fine. Yeah, so let's
8658000	8660000	Okay, let's go. Let's get this working
8660000	8662000	Yep
8662000	8664000	And everyone is searching for what my
8664000	8666000	theme and font are. Just calm down
8666000	8668000	I'll make extensions someday, people
8668000	8670000	But I use Monolisa font and the
8670000	8672000	Houston theme, made by Astro
8672000	8674000	and by using it, you get access
8674000	8676000	to this beautiful little Houston floating guy
8676000	8678000	in your editor, anytime you want it
8678000	8680000	So, you know, go ahead and use that
8680000	8682000	Dan, you actually can't see that, sadly
8682000	8684000	No, no, I see the default theme
8684000	8686000	Yeah, dang
8686000	8688000	Yeah, we have this little
8688000	8690000	Houston animation
8690000	8692000	where it's just a Houston panel, if you want to
8692000	8694000	just have him watch what you're doing
8694000	8696000	and he gets progressively more sad
8696000	8698000	the more syntax errors you have
8698000	8700000	Okay. Yeah, I have no idea
8700000	8702000	what you're talking about, but
8702000	8704000	Don't worry about it
8704000	8706000	I can send a screenshot later
8706000	8708000	Okay, okay
8708000	8710000	But yeah, we have our search box here
8710000	8712000	and
8712000	8714000	well, we can render
8714000	8716000	that inside of our root server, I guess
8716000	8718000	We can hop all the way back
8718000	8720000	Well, why though?
8720000	8722000	Can't we just render it in
8722000	8724000	the component
8724000	8726000	you extracted it from?
8726000	8728000	That's a good point
8728000	8730000	You already have it here
8730000	8732000	And I guess our filter code
8732000	8734000	is going to go over there, too
8734000	8736000	No, I mean, I don't think you have
8736000	8738000	to change anything
8738000	8740000	Oh wait, no, it doesn't go over there, that's the whole point
8740000	8742000	Yeah, yeah
8742000	8744000	Here is where it goes in
8744000	8746000	Yeah
8748000	8750000	Yeah, so the problem
8750000	8752000	right now is that you don't really have
8752000	8754000	Yeah, you don't really have filtered albums
8754000	8756000	yet, but we'll add it back
8756000	8758000	later
8758000	8760000	So I think for
8762000	8764000	I would write it like this
8768000	8770000	And then the thing you want to
8770000	8772000	render is this
8772000	8774000	Let's just verify that it still works
8776000	8778000	Yeah, it is working
8780000	8782000	But then typing into the input
8782000	8784000	doesn't really do anything, right?
8784000	8786000	Right
8786000	8788000	So I think maybe
8788000	8790000	again, there's two ways we could go
8790000	8792000	about this, either
8792000	8794000	with the URL or
8794000	8796000	without
8796000	8798000	I think with the URL probably makes
8798000	8800000	more sense, because if we're
8800000	8802000	going
8802000	8804000	to show what frameworks do, we might as well
8804000	8806000	just try to do it
8806000	8808000	ourselves
8808000	8810000	So maybe let's make it so that when you type
8810000	8812000	into the input
8812000	8814000	let's make the URL update
8814000	8816000	using client-side
8816000	8818000	like history.pushState
8820000	8822000	We could use the history package
8822000	8824000	I think it's a bit more
8826000	8828000	But we could probably just use the browser API as well
8828000	8830000	Let's start with the browser API and then see
8830000	8832000	if we need anything more
8832000	8834000	But let's try to make it so that when you type
8834000	8836000	into the input, we also update
8836000	8838000	the URL
8838000	8840000	Gotcha
8840000	8842000	Yeah, for something like that
8842000	8844000	On
8844000	8846000	change, sure
8846000	8848000	Basically that
8848000	8850000	But then we want to also
8850000	8852000	I have to think about this
8852000	8854000	So is it window.location
8854000	8856000	pushState
8856000	8858000	It's been a while since I've used this API
8858000	8860000	I think it's history.pushState
8860000	8862000	Yeah, I think it is
8862000	8864000	history.
8864000	8866000	Yep, yep, yep
8866000	8868000	pushState
8868000	8870000	I think
8870000	8872000	So there's like pushState and a replaceState
8872000	8874000	I don't know if the search bar
8874000	8876000	is like
8876000	8878000	Yeah, that will
8878000	8880000	We don't want history
8880000	8882000	as we type
8882000	8884000	So maybe let's check
8884000	8886000	if this works
8886000	8888000	I don't actually see your address bar
8888000	8890000	so I don't know if it works, you'll have to tell me
8890000	8892000	It's really tiny at the top
8892000	8894000	but it's up there
8894000	8896000	When you bump the font size
8896000	8898000	it doesn't bump the size of that, sadly
8898000	8900000	I don't see it because
